Consero,Bill Klein & Bridget Howard & Scott Tynes & ,2006,201-500 employees,Private Equity funding,Horizontal,Accounting and Finance,B2B SaaS,Medium,https://conseroglobal.com/careers/,https://www.linkedin.com/company/consero/about/,"1717 West 6th Street, Suite 410, Austin, TX 78703"
Construction System Software,Nadiah Ahmad & Jim Read & ,1978,1-10 employees,Self-funded,Construction,Accounting and Finance,B2B SaaS,Startup,www.cssisw.com,https://www.linkedin.com/company/construction-systems-software-inc./about/,"Austin, TX"
ConverseNow,Conrad Victor Rebeiro & Jon Dorch & Vinay Shukla & ,2018,11-50 employees,Angel or Seed Funding,Food,Automation,B2B SaaS,Small,https://www.conversenow.ai/#careers/,https://www.linkedin.com/company/conversenow-ai/about/,"701 Brazos St, Austin, Texas 78701, US"
Convessa,Dan McCafferty & Nik Bhattacharya & ,2015,1-10 employees,Angel or Seed Funding,Horizontal,Cloud and Software Dev Tools,B2B SaaS,Startup,www.convessa.com,https://www.linkedin.com/company/mastermindassistant/about/,"Austin, TX"
Corrections Software (CSS),James Redus & ,1994,11-50 employees,Self-funded,Legal,Practice Management,B2B SaaS,Small,www.correctionssoftware.com,https://www.linkedin.com/company/corrections-software-inc/about/,"316 North Lamar Blvd., Austin, Texas 78703"
Corridor,Chris Kubinski & Mike Greig & ,1996,11-50 employees,Self-funded,Aviation,Business Mgt and ERP,B2B SaaS,Small,https://recruiting.ultipro.com/CAM1010CSII/JobBoard/60632087-0dd9-4949-b9c8-1e59fed194b2/?q=&o=postedDateDesc/,https://www.linkedin.com/company/continuum-applied-technology-corridor-software/about/,"9601 Amberglen Blvd., Suite 109, Austin, TX 78729"
Crave Retail,Amir Behnam & Matthew Cyr & ,2018,1-10 employees,Angel or Seed Funding,Retail,Sales and Marketing,B2B SaaS,Startup,www.craveretail.com,https://www.linkedin.com/company/craveretail/about/,"10308 Bilbrook Pl, Austin, Texas 78748"
CredForce Asia Limited,Sarah Gerner & Namita Sharma & Rajiv Gupta & ,2012,51-200 employees,Self-funded,Horizontal,eLearning,B2B SaaS,Medium,https://www.credforce.com/careers/,https://www.linkedin.com/company/credforce/about/,"3700 North Capital of Texas Hwy, Suite 450A, Austin, Texas 78746, US"
Crew Platform,Talis Apud Martinez & ,2015,1-10 employees,Self-funded,Non-Profit,Communications,B2B SaaS,Startup,www.crew2030.org,https://www.linkedin.com/company/crewplatform/about//,"15506 Cedar Ledge St, Austin, Texas 78734, US"
Critical Tools,Jim Spiller & ,1991,1-10 employees,Self-funded,Horizontal,Communications,B2B SaaS,Startup,www.criticaltools.com,https://www.linkedin.com/company/critical-tools-inc/about/,"7308 West Rim Drive, Austin, TX 78731"
CrowdStreet,Brent Hieggelke & Tore Steen & ,2013,51-200 employees,VC-funded,Financial Services,Analytics and BI,B2B SaaS,Medium,https://www.crowdstreet.com/careers/,https://www.linkedin.com/company/crowdstreet-inc/about/,"98 San Jacinto Blvd. , 4th Floor, Austin, Texas 78701, US"
CrowdStrike,Linden Byrd & Gergory Ellett & George Kurtz & ,2011,1001-5000 employees,Public,Horizontal,Cybersecurity,B2B SaaS,Large,https://www.crowdstrike.com/careers/,https://www.linkedin.com/company/crowdstrike/about/,"Austin, TX"
CSS (Corrections Software Solutions),James Redus & ,1994,1-10 employees,Self-funded,Government,Practice Management,B2G,Startup,www.correctionssoftware.com,https://www.linkedin.com/company/corrections-software-inc/about/,"316 North Lamar Blvd, Austin, Texas 78703"
CSS Worldwide (Cloud Safety Systems),Scott S. Richards & Craig Carlson & ,2017,1-10 employees,Self-funded,Construction,Compliance,B2B SaaS,Startup,https://cloudsafetysystems.com/careers.html,https://www.linkedin.com/company/css-worldwide-inc/about/,"Austin, TX"
Curb by Elevation,Zachary Embry & David Streitfeld & Erik Norwood & ,2012,11-50 employees,Other,Construction,Personal Finance,Consumer,Small,https://www.poweredbyelevation.com/careers,https://www.linkedin.com/company/curb/about/,"1524 S IH 35, Ste. 345, Austin, TX 78704, US"
CureCompanion,Hugh Fiddes & B A Majmudar & Mukul Majmudar & ,2014,1-10 employees,Self-funded,Healthcare,On-Demand Services,B2B SaaS,Startup,curecompanion.com,https://www.linkedin.com/company/curecompanion/about/,"7500 Rialto Blvd, Suite 250, Austin, Texas 78735, US"
Cvent,Stephen Macatuno & Francesca Vereb & Reggie Aggarwal & ,1999,1001-5000 employees,Acquired,Horizontal,Business Mgt and ERP,B2B SaaS,Large,https://www.cvent.com/en/careers/,https://www.linkedin.com/company/cvent/about/,"4001 W Parmer Lane, Suite 150, Austin, Texas 78727"
Cycorp,Daniel Mohan & Steven Garrison & Doug Lenat & ,1994,51-200 employees,VC-funded,Horizontal,Analytics and BI,B2B SaaS,Medium,https://www.cyc.com/careers/,https://www.linkedin.com/company/cycorp/about/,"7718 Wood Hollow Drive, Suite 250, Austin, TX 78731, USA"
Cyfeon Solutions,David Wrobel & Brandon Smith & ,2011,1-10 employees,Self-funded,Horizontal,IT Mgt,B2B SaaS,Startup,www.cyfeon.com,https://www.linkedin.com/company/cyfeon-solutions/about/,"Austin, TX"
data.world,Matt Laessig & Brett Hurt & ,2015,51-200 employees,VC-funded,Horizontal,Analytics and BI,B2B SaaS,Medium,https://datadotworld.breezy.hr/,https://www.linkedin.com/company/data.world/about/,"7000 N. Mopac Service Rd #425, Austin, TX 78731"
Datafiniti,Ben Tanzer & Andy Lovell & Shion Deysarkar & ,2011,11-50 employees,Self-funded,Horizontal,Document Management,B2B SaaS,Small,https://datafiniti.co/company/careers/,https://www.linkedin.com/company/datafiniti/about/,"2815 Manor Rd, Ste 100, Austin, Texas 78722, US"
DB Designer,,2006,1-10 employees,Self-funded,Horizontal,Cloud and Software Dev Tools,B2B SaaS,Startup,Startup,www.dbdesigner.net,"700 Lavaca Street, Austin, TX 78701"
DBA Software,Joseph Hart & ,1992,11-50 employees,Self-funded,Manufacturing,Business Mgt and ERP,B2B SaaS,Small,www.dbamanufacturing.com,https://www.linkedin.com/company/dba-software-inc/about/,"9300 Jollyville Road, Suite 206, Austin, TX 78759"
DBI Software,,2005,11-50 employees,Acquired,Automotive,Analytics and BI,B2B SaaS,Small,https://www.dbisoftware.com/careers.php/,https://www.linkedin.com/company/dbi/about/,"Austin, TX"
dco.ai,Jonathan Rowley & Leslie Glesinger & Jon Glesinger & ,2019,1-10 employees,Self-funded,Horizontal,Analytics and BI,B2B SaaS,Startup,www.dco.ai,https://www.linkedin.com/company/dcoai/about/,"Austin, TX"
Dealerware,Matt Carpenter & ,2017,51-200 employees,Self-funded,Automotive,Logistics and Supply Chain,B2B SaaS,Medium,https://www.dealerware.com/careers/,https://www.linkedin.com/company/dealerware/about/,"211 E 7th St, Austin, Texas US"
Degree Analytics,Stacey Martinez & Ann Henson & Aaron Benz & ,2014,11-50 employees,VC-funded,Education,Analytics and BI,B2B SaaS,Small,https://degreeanalytics.com/careers/,https://www.linkedin.com/company/degree-analytics/about/,"1905 Kramer Ln, Suite A100, Austin, Texas 78758, US"
Deku Deals,Michael Fairley & ,2018,1-10 employees,Self-funded,Education,Games and Entertainment,Consumer,Startup,www.dekudeals.com,https://www.linkedin.com/company/dekudeals/about/,"Austin, TX"
Dell Technologies,Jennifer Saavedra & Allison Dew & Michael S. Dell & ,1984,"10,001+ employees",Public,Education,Lifestyle,Consumer,Large,https://jobs.dell.com/,https://www.linkedin.com/company/dell/about/,"One Dell Way, Round Rock, Texas 78682, US"
Detecting Talent,Sebastián Brocher & Frank Mendoza & ,2019,1-10 employees,Self-funded,Horizontal,HR and Recruiting,B2B SaaS,Startup,detectingtalent.com,https://www.linkedin.com/company/detectingtalent/about/,"502 W 30th St., Austin, TX 78705"
DevFactory,Emil Hatz & Rahul Subramaniam & ,2004,1001-5000 employees,Self-funded,Horizontal,Cloud and Software Dev Tools,B2B SaaS,Large,https://devfactory.com/careers//,https://www.linkedin.com/company/dev-factory/about/,"401 Congress Avenue, Austin, Texas 78701, US"
Diebold Nixdorf,Jennifer Nelson & Devon Watson & Gerrard Schmid & ,1859,"10,001+ employees",Public,Horizontal,Point of Sale,B2B SaaS,Large,https://www.dieboldnixdorf.com/en-us/careers/,https://www.linkedin.com/company/diebold/about/,"12345 N Lamar Blvd, Austin, TX 78753"
Digipitch,Gary Gilbert & ,2000,1-10 employees,Self-funded,"Entertainment, Hospitality, Travel",Marketplace,B2B SaaS,Startup,Startup,digipitch.com,"Austin, TX"
Digital Pharmacist,Starza Thompson & Dustin Humphreys & ,2010,51-200 employees,Private Equity funding,Healthcare,Business Mgt and ERP,B2B SaaS,Medium,https://www.digitalpharmacist.com/company/careers/,https://www.linkedin.com/company/digitalpharmacist/about/,"4315 Guadalupe Street, Suite 200, Austin, Texas 78751, US"
Digital Turbine,Sylvia Krzmarzick & Greg Wester & ,2011,201-500 employees,Public,Horizontal,Sales and Marketing,B2B SaaS,Medium,https://www.digitalturbine.com/careers/,https://www.linkedin.com/company/digital-turbine/about/,"110 San Antonio St, Ste 160, Austin, Texas 78701, US"
Diligent Robotics,Vivian Chu & Brian Oswald & Andrea Thomaz & ,2017,51-200 employees,Angel or Seed Funding,Healthcare,AI and Machine Learning,B2B SaaS,Medium,https://www.diligentrobots.com/join-our-team-1/,https://www.linkedin.com/company/diligent-robotics/about/,"Austin, TX"
DilogR,,2011,1-10 employees,Self-funded,Horizontal,Sales and Marketing,B2B SaaS,Startup,www.dilogr.com,https://www.linkedin.com/company/dilogr/about/,"43 Rainey Street, PH 3201, Austin, TX 78701, US"
DISCO,Keith Zoellner & Kiwi Camara & ,2012,201-500 employees,VC-funded,Legal,Document Management,B2B SaaS,Medium,https://www.csdisco.com/careers/,https://www.linkedin.com/company/cs-disco-llc/about/,"3700 N Capital of Texas Hwy, Austin, Texas 78746"
disruptED,Kate Peiler & ,2017,1-10 employees,Self-funded,Education,Virtual Reality,B2B SaaS,Startup,disruptedx.com,https://www.linkedin.com/company/disruptedaugmentedandvirtual/about/,"701 Brazos St, Austin, Texas US"
dMASS,Bonnie Parkman & Kathryn Lewis & ,2012,11-50 employees,Self-funded,Horizontal,Analytics and BI,B2B SaaS,Small,https://www.dmass.net/jointheteam/,https://www.linkedin.com/company/dmass-inc/about/,"701 Brazos Street, Austin, TX, 78701"
DocStation,Josh Matz & Samm Anderegg & ,2017,1-10 employees,Angel or Seed Funding,Healthcare,Business Mgt and ERP,B2B SaaS,Startup,https://apply.workable.com/docstation/,https://www.linkedin.com/company/docstation/about/,"Austin, TX"
Document Logistix,Dan Chiappe & Dan Wajzner & ,2011,11-50 employees,Self-funded,Horizontal,Document Management,B2B SaaS,Small,www.document-logistix.com,https://www.linkedin.com/company/document-logistix-ltd/about/,"3721 Executive Center Drive, Suite 264, Austin, Texas 78731"
Done Desk,Britt Bays & Cary Smith & ,2018,1-10 employees,Self-funded,Healthcare,Practice Management,B2B SaaS,Startup,www.donedesk.com,https://www.linkedin.com/company/done-desk/about/,"8000 W Ih 10, 6th Floor, San Antonio, Texas 78230, US"
DoneDone,Michael Sanders & Ka Wai Cheung & ,2007,1-10 employees,Self-funded,Horizontal,Communications,B2B SaaS,Startup,www.getdonedone.com,https://www.linkedin.com/company/donedone/about/,"Austin, TX 78702"
DOSH,Jeremy Tyree & Samuel Garst & Ryan Wuerch & ,2016,51-200 employees,VC-funded,Horizontal,Personal Finance,Consumer,Medium,https://www.dosh.com/careers/,https://www.linkedin.com/company/doshapp/about/,"13501 Galleria Circle, Suite 300, Austin, Texas 78738, US"
Dovetail Software,Gary Sherman & Stephen Lynn & ,1995,51-200 employees,Self-funded,Horizontal,HR and Recruiting,B2B SaaS,Medium,https://www.dovetailsoftware.com/careers/,https://www.linkedin.com/company/dovetail-software/about/,"13809 Research Blvd., Suite 500, Austin, TX 78750"
DroneSense,Gerard Juarez & Christopher Eyhorn & ,2015,11-50 employees,Other,Government,Automation,B2G,Small,https://dronesense.com/careers/,https://www.linkedin.com/company/dronesense/about/,"2600 Via Fortuna, Austin, Texas 78746"
Dropbox,Melanie Collins & Javier Ortega Estrada & Drew Houston & ,2007,1001-5000 employees,Public,Horizontal,Document Management,B2B SaaS,Large,https://www.dropbox.com/jobs?&gh_src=x36ci4/,https://www.linkedin.com/company/dropbox/about/,"501 Congress Ave, Austin, TX 78701, US"
Dropoff,Sarah McGettigan & Gabe Hensley & Sean Spector & ,2014,51-200 employees,VC-funded,Horizontal,Logistics and Supply Chain,B2B SaaS,Medium,https://www.dropoff.com/careers/,https://www.linkedin.com/company/dropoff/about/,"Austin, TX"
Duo,Ryan Franks & Jackie Castelli & Dug Song & ,2010,501-1000 employees,Self-funded,Horizontal,IT Mgt,B2B SaaS,Large,https://duo.com/about/careers/,https://www.linkedin.com/company/duo-security/about/,"804 Congress Ave, Austin, Texas 78701, US"
DynaConnections,John Kennedy & Alei Tygert & Tim Ford & ,2001,11-50 employees,Self-funded,Real Estate,Practice Management,B2B SaaS,Small,https://www.dynaconnections.com/careers-2/,https://www.linkedin.com/company/dynacon/about/,"1101 S. Capital of Texas Hwy., Building H, Suite 130, Austin, Texas 78746"
e-MDs,Scott Rongo & Patrick Hall & Derek Pickell & ,1996,501-1000 employees,Acquired,Healthcare,Practice Management,B2B SaaS,Large,https://emds.com/careers/,https://www.linkedin.com/company/e-mds/about/,"10901 Stonelake Blvd, Austin, Texas 78759, US"
E2open,Jarett Janik & Michael Farlekas & ,2000,1001-5000 employees,Acquired,Horizontal,Logistics and Supply Chain,B2B SaaS,Large,https://www.e2open.com/careers/,https://www.linkedin.com/company/e2open/about/,"9600 Great Hills Trail, Suite 300E, Austin, TX 78759"
EA (Electronic Arts),Joel Knutson & Chris Bruzzo & Andrew Wilson & ,1982,5001-10000 employees,Public,Horizontal,Games and Entertainment,Consumer,Large,https://www.ea.com/careers/,https://www.linkedin.com/company/electronic-arts/about/,"8101, 7700 W Parmer Ln, Austin, Texas 78729, US"
Eagle Eye Networks,Ken Francis & Chris Whitling & Dean Drako & ,2012,51-200 employees,VC-funded,Horizontal,Personal Real Estate,Consumer,Medium,https://www.een.com/company/careers/,https://www.linkedin.com/company/eagle-eye-networks/about/,"4611 Bee Caves Rd, Suite #200, Austin, TX 78746, US"
Earbuds,Justin Good & Chris G. & Jason Fox & ,2017,1-10 employees,Angel or Seed Funding,Horizontal,Games and Entertainment,Consumer,Startup,www.earbudsmusic.com,https://www.linkedin.com/company/earbuds/about/,"800 Brazos St #120, Austin, TX 78701"
EarthRisk Technologies (Riskpulse),Larry Gloeckler & Henry Bonner & ,2007,11-50 employees,VC-funded,"Logistics, Supply Chain, Transportation",Logistics and Supply Chain,B2B SaaS,Small,www.riskpulse.com,https://www.linkedin.com/company/riskpulse/about/,"3300 N. Interstate Highway 35, Floor 7, Austin, TX 78705, US"
Easy Expunctions (EE),Ryan Primm & Rommy Kassim & Yousef Kassim & ,2015,11-50 employees,VC-funded,"Logistics, Supply Chain, Transportation",Personal On-Demand Services,Consumer,Small,www.easyexpunctions.com,https://www.linkedin.com/company/easyexpunctions/about/,"3300 N Interstate 35, Suite 700, Austin, Texas 78705, US"
ecaresoft,Arely Armendaiz Cantu & Adrian Pina & Jorge L. Camargo & ,2010,51-200 employees,Self-funded,Healthcare,Business Mgt and ERP,B2B SaaS,Medium,https://careers.ecaresoft.com/,https://www.linkedin.com/company/ecaresoft-inc./about/,"119 Nueces St., Austin, TX 78701, US"
eConnect Email,James Trumbly & ,2003,1-10 employees,Self-funded,Horizontal,Sales and Marketing,B2B SaaS,Startup,econnectemail.com,https://www.linkedin.com/company/econnect-email/about/,"2307 Thornton Rd Suite 105-1, Austin, TX 78704"
Ecora Software,Derek Reynolds & Eric Vaughan & ,1999,51-200 employees,Acquired,Horizontal,Cloud and Software Dev Tools,B2B SaaS,Medium,https://ignitetech.com/about/careers/,https://www.linkedin.com/company/ignite-tech/about/,"401 Congress Ave., Suite 2650, Austin, TX 78701"
EDDR Software,Kevin Nesmith & ,2015,1-10 employees,Self-funded,Horizontal,Analytics and BI,B2B SaaS,Startup,https://www.eddrs.com/pg/careers/,https://www.linkedin.com/company/engineering-design-development-&-research-software/about/,"Austin, TX"
Eduphoria!,Colin McDorman & ,2004,51-200 employees,Self-funded,Education,Business Mgt and ERP,B2B SaaS,Medium,https://jobs.lever.co/eduphoria,https://www.linkedin.com/company/eduphoria-inc/about/,"1800 E 4th St, Suite 133, Austin, Texas 78702, US"
El Loco,Kee Nethery & ,2014,1-10 employees,Angel or Seed Funding,Horizontal,Communications,B2B SaaS,Startup,www.elloco.com,https://www.linkedin.com/company/el-loco-llc/about/,"2028 E Ben White Blvd #240-8244, Austin TX 78741-6966"
Elastic,Leah Sutton & Sally Jenkins & Ashutosh Kulkarni & ,2012,1001-5000 employees,Public,Horizontal,Analytics and BI,B2B SaaS,Large,https://www.elastic.co/about/careers/,https://www.linkedin.com/company/elastic-co/about/,"823 Congress Ave, Floor 7, Austin, TX 78701"
Elevate Growth Partners,Chris Skyles & Lauren Martin & Kenny Tomlin & ,2018,11-50 employees,Self-funded,Real Estate,Practice Management,B2B SaaS,Small,https://elevategp.com/careers-at-elevate/,https://www.linkedin.com/company/elevategrowthpartners/about/,"901 W 9th St, Austin, Texas US"
Elligo Health Research,Janel Joseph & Drew Moffat & John Potthoff & ,2016,11-50 employees,VC-funded,Healthcare,Analytics and BI,B2B SaaS,Small,https://www.elligohealthresearch.com/about/careers/,https://www.linkedin.com/company/elligo-health-research/about/,"11612 Bee Cave Rd, Austin, Texas 78738, US"
eMDs,Rick Hoffman & Derek Pickell & ,1996,501-1000 employees,Self-funded,Healthcare,Practice Management,B2B SaaS,Large,https://emds.com/careers/,https://www.linkedin.com/company/e-mds/about/,"10901 Stonelake Blvd, Austin, Texas 78759"
Enable ID Solutions,Bubba Russo & ,2008,11-50 employees,Self-funded,Horizontal,Marketplace,B2B SaaS,Small,www.enableids.com,https://www.linkedin.com/company/enable-ids/about/,"111-D N. Bell Blvd., Cedar Park, Texas   78613"
Enboarder,Nick Cardillo & Tega Oakley & Brent Pearson & ,2015,51-200 employees,VC-funded,Horizontal,HR and Recruiting,B2B SaaS,Medium,https://enboarder.com/careers/,https://www.linkedin.com/company/enboarder/about/,"728 Northwestern Ave, Austin, Texas 78702, US"
Encast,Noah Crider & Leo Ramirez & ,2014,1-10 employees,Angel or Seed Funding,Horizontal,HR and Recruiting,B2B SaaS,Startup,encast.co,https://www.linkedin.com/company/encasthero/about/,"701 San Jacinto Blvd, Austin, Texas US"
enChoice,Jim Picardi & David Parks & ,1993,51-200 employees,Self-funded,Horizontal,Business Mgt and ERP,B2B SaaS,Medium,https://www.enchoice.com/Join-Our-Team,https://www.linkedin.com/company/enchoice-inc/about/,"11044 Research Blvd., STE B220, Austin, TX 78759-5263"
encoura (NRCCUA),Ron Cox & Todd Boullion & Doug Hughes & ,1978,51-200 employees,Acquired,Education,Business Mgt and ERP,B2B SaaS,Medium,https://encoura.org/about-nrccua/join-us/,https://www.linkedin.com/company/nrccua/about/,"701 Brazos Street, 5th Floor, Austin, TX 78701"
Engage2Serve,Hannah Miller & Ashwin Thiagarajan & ,2014,51-200 employees,Self-funded,Education,Sales and Marketing,B2B SaaS,Medium,www.engage2serve.com,https://www.linkedin.com/company/engage2serve/about/,"2802 Flintrock Trace, Suite 306, Austin, Texas 78738"
Enverus,Liesl Vargas & Alicia Recupero & Jeff Hughes & ,1999,1001-5000 employees,Acquired,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,B2B SaaS,Large,https://www.enverus.com/careers/,https://www.linkedin.com/company/enverus-energy/about/,"2901 Vía Fortuna #200,, Austin, TX 78746, United States"
ePayPolicy,Nathan Terrazas & Todd Sorrel & Milan Malkani & ,2014,11-50 employees,Private Equity funding,"Energy, Gas, Oil, Utilities",Payments,Fintech,Small,https://epaypolicy.com/careers/,https://www.linkedin.com/company/epaypolicy/about/,"5000 Plaza on the Lake Ste. 150 Austin, TX 78746"
Epicor,Rich Murr & Himanshu Palsule & Steve Murphy & ,1972,1001-5000 employees,Acquired,Horizontal,Business Mgt and ERP,B2B SaaS,Large,https://jobs.epicor.com/,https://www.linkedin.com/company/epicor-software-corp/about/,"804 Las Cimas Parkway, Austin, Texas 78746"
ESC - Environmental Systems Corporation,Anna Wilson & Jeff Rabensteine & ,1969,51-200 employees,Self-funded,Real Estate,Analytics and BI,B2B SaaS,Medium,https://envirosys.com/Careers/,https://www.linkedin.com/company/escspectrum/about/,"10801 N Mopac Expy Bldg 1, Suite 200, Austin, TX 78759"
ESO,Kerri Swope & Allen Johnson & Chris Dillie & ,2004,201-500 employees,VC-funded,Government,Communications,B2G,Medium,https://www.eso.com/about/#career/,https://www.linkedin.com/company/eso-solutions/about/,"11500 Alterra Parkway, Suite 100 Austin, TX 78758"
Esper,Lilli Oetting & Maleka Momand & ,2018,11-50 employees,Angel or Seed Funding,Government,Business Mgt and ERP,B2G,Small,https://esper.com/careers/,https://www.linkedin.com/company/esper-regulatory-technologies/about/,"Austin, TX"
Ethoca,Steve Durney & Jennifer Coughenour & Andre Edelbrock & ,2005,51-200 employees,Acquired,Horizontal,Cybersecurity,B2B SaaS,Medium,https://www.ethoca.com/careers/,https://www.linkedin.com/company/ethoca-limited/about/,"13301 Galleria Circle, Building B, Suite 100, Austin, TX 78738"
Ethos Life,Josh Clark & Gokul Dhingra & Peter Colis & ,2016,51-200 employees,VC-funded,Horizontal,Personal Finance,Consumer,Medium,https://www.ethoslife.com/careers/,https://www.linkedin.com/company/ethoslife/about/,"Austin, TX"
Eventus Systems,Jeff Bell & Travis Schwab & ,2015,11-50 employees,VC-funded,Financial Services,Compliance,B2B SaaS,Small,www.eventussystems.com,https://www.linkedin.com/company/eventus-systems-inc/about/,"823 S. Congress Avenue, Suite 150, Box 1964, Austin, TX  78701"
Evernote,Lori Logue & Michele Don Durbin & Ian Small & ,2008,201-500 employees,VC-funded,Financial Services,Personal On-Demand Services,Consumer,Medium,https://evernote.com/careers/,https://www.linkedin.com/company/evernote/about/,"3300 N. Interstate 35, Suite 400, Austin, TX 78705"
Everyware,Daniel Monaco & Karen Voci & Larry Talley & ,2013,11-50 employees,VC-funded,Financial Services,Payments,Fintech,Small,everyware.com,https://www.linkedin.com/company/everyware/about/,"701 Brazos St, Austin, Texas 78701 US"
Evisio,Michael Ramirez & ,2022,1-10 employees,Self-funded,Horizontal,Sales and Marketing,B2B SaaS,Startup,www.evisio.co,https://www.linkedin.com/company/evisio/about/,"Austin, TX"
Evo Security,Michael R. & ,2018,1-10 employees,Self-funded,Horizontal,Cybersecurity,B2B SaaS,Startup,www.evosecurity.com,https://www.linkedin.com/company/evo-security/about/?viewAsMember=true,"500 West 2nd Street, Austin, TX 78701"
Evo Technologies,,2003,11-50 employees,Self-funded,Horizontal,Communications,B2B SaaS,Small,evo.tech,https://www.linkedin.com/company/evo-technologies/about/,"Austin, TX"
Evolve,Ed Ireson & ,2016,1-10 employees,Acquired,Horizontal,Analytics and BI,B2B SaaS,Startup,jog.ai,https://www.linkedin.com/company/jog-ai/about/,"Austin, TX"
Exemplar Technologies,Paul Roncal & Joshua Ellinger & ,2000,1-10 employees,Self-funded,Financial Services,Analytics and BI,B2B SaaS,Startup,www.exemplartech.com,https://www.linkedin.com/company/exemplar-technologies/about/,"Capital Factory, 701 Brazos St, Suite 1601, Austin, TX 78701, US"
ExitGuide,Eric Grafstrom & ,2020,1-10 employees,Self-funded,Horizontal,Business Mgt and ERP,B2B SaaS,Startup,www.exit.guide,https://www.linkedin.com/company/exitguide/about/,"Austin, TX"
EZ Office Inventory,Paul Song & Tanvir Hussain & Syed Ali & ,2011,11-50 employees,Self-funded,Horizontal,Accounting and Finance,B2B SaaS,Small,http://jobs.ezofficeinventory.com/?_ga=2.52642539.276990788.1604335506-180434389.1604335506/,https://www.linkedin.com/company/ezofficeinventory/about/,"2006 S Bagdad Road, STE 130, Leander, TX 78641"
EZ Texting,Rachel Cochran & Punit Shah & Norman Happ & ,2006,51-200 employees,Acquired,Horizontal,Sales and Marketing,B2B SaaS,Medium,https://www.eztexting.com/careers/,https://www.linkedin.com/company/eztexting/about/,"1910 W. Braker Lane, Suite 100, Austin, TX 78758, US"
FabuLingua,Leslie Omana Begert & Mark Begert & ,2017,1-10 employees,Angel or Seed Funding,Horizontal,Personal eLearning,Consumer,Startup,www.fabulingua.com,https://www.linkedin.com/company/fabulingua/about/,"Austin, TX"
Fanatic Software,,1997,1-10 employees,Acquired,Horizontal,Lifestyle,Consumer,Startup,Startup,apps.apple.com,"Cedar Park, TX"
Fastly,Dana Wolf & Brett Shirk & Joshua Bixby & ,2011,501-1000 employees,Public,Horizontal,Sales and Marketing,B2B SaaS,Large,https://www.fastly.com/about/careers/,https://www.linkedin.com/company/fastly/about/,"Austin, TX"
Favor,Matt Schmertz & Jag Bath & ,2013,201-500 employees,Acquired,Horizontal,Personal On-Demand Services,Consumer,Medium,https://www.favordelivery.com/careers/,https://www.linkedin.com/company/favor/about/,"2416 E 6th St, Austin, Texas 78702, US"
Fetch Package,John Ertekin & Michael Patton & ,2016,201-500 employees,VC-funded,Real Estate,Logistics and Supply Chain,B2B SaaS,Medium,https://www.fetchpackage.com/careers/,https://www.linkedin.com/company/fetch-package-delivery/about/,"1705 Guadalupe St, Suite 300, Austin, Texas 78701, US"
FileBanc,Bret Piatt & ,2005,501-1000 employees,Self-funded,Horizontal,IT Mgt,B2B SaaS,Large,www.filebanc.com,https://www.linkedin.com/company/keepitsafe/about/,"21750 Hardy Oak Blvd., Suite 104 PMB 96884, San Antonio, TX 78258"
FileCloud by Codelathe,Nathan Wallas & Venkataragavan Ramasamy & Madhan Kanagavel & ,2016,51-200 employees,Self-funded,Horizontal,IT Mgt,B2B SaaS,Medium,https://www.filecloud.com/jobs/,https://www.linkedin.com/company/codelathe/about/,"13785 Research Blvd, Suite 125, Austin, TX 78750, US"
FilmTrack,Sam Straub & Jason Kassin & ,1996,51-200 employees,Acquired,Legal,Document Management,B2B SaaS,Medium,https://www.filmtrack.com/join-our-team/,https://www.linkedin.com/company/filmtrack/about/,"Austin, TX"
FirstClose,"Tim Smith & Tedd Smith, Tim Smith & ",2000,11-50 employees,VC-funded,Financial Services,Business Mgt and ERP,B2B SaaS,Small,https://firstclose.com/careers/,https://www.linkedin.com/company/firstclose/about/,"10800 Pecan Park Blvd, Austin, Texas 78750, US"
FitRankings,Jason Barnett & Patrick Hitchins & ,2014,1-10 employees,Self-funded,Financial Services,Personal Sports and Fitness,Consumer,Startup,https://www.linkedin.com/jobs/fitrankings-jobs-worldwide/?f_C=9238602&trk=top-card_top-card-primary-button-top-card-primary-cta&position=1&pageNum=0/,https://www.linkedin.com/company/fitrankings/about/,"701 Brazos St., Austin, TX 78704, US"
FlashParking,Sam Goodner & Juan Rodriguez & ,2011,51-200 employees,VC-funded,Horizontal,Business Mgt and ERP,B2B SaaS,Medium,www.flashparking.com,https://www.linkedin.com/company/flashparking/about/,"3801 S. Capital of Texas Highway, Suite 250 Austin, Austin, Tx 78704"
Flat Black Films,Bob Sabiston & ,1992,11-50 employees,Other,Horizontal,Games and Entertainment,Consumer,Small,Small,www.flatblackfilms.com,"Austin, TX"
FlexDesk,Clark Jacobs & ,2020,1-10 employees,Self-funded,Real Estate,Marketplace,B2B SaaS,Startup,www.flexdesk.com,https://www.linkedin.com/company/flexdesk-workspace/about/,"Austin, TX"
Flo Recruit,Courtney O'Donnell & Katherine Allen & ,2016,1-10 employees,Angel or Seed Funding,Horizontal,HR and Recruiting,B2B SaaS,Startup,https://start.florecruit.com/careers/,https://www.linkedin.com/company/florecruit/about/,"1621 E 6th St, #1130, Austin, Texas 78702, US"
